name,name_en,name_ar,tourism,amenity,shop,man_made,rooms,beds,addr_city,latitude,longitude
Jabal Rum Camp,,,camp_site,,,,,,,29.6853607,35.4485015
Lavender Amman Hotel,,,hotel,,,,10,,Amman,31.7478749,35.939734
,,,artwork,,,,,,,29.5042615,35.9521049
The West Church,,,information,,,,,,,32.3290772,36.3682812
Sandra hotel,,,hotel,,,,,,,31.9469048,35.9337011
,,,attraction,,,,,,,29.4011282,34.9690868
House XVIII's Façade and Reservoir,,,information,,,,,,,32.3254684,36.3709246
House XVII's Courtyard,,,information,,,,,,,32.3255301,36.3705886
House 103 and the Double Church,,,information,,,,,,,32.3257916,36.369958
Entering the Neighborhood,,,information,,,,,,,32.3257046,36.3692623
The Numerianos Church,,,information,,,,,,,32.3256344,36.3685964
House XVII,,,information,,,,,,,32.3256794,36.3705789
The Southwest Church,,,information,,,,,,,32.3248014,36.3660859
House 35,,,information,,,,,,,32.3251771,36.3660148
Reservoirs and Water Channels,,,information,,,,,,,32.3268929,36.3703365
Agriculture,,,information,,,,,,,32.3270113,36.3701011
Fauna,,,information,,,,,,,32.3277071,36.3698745
The Gate of Commodus,,,information,,,,,,,32.3287916,36.3684683
Welcome to Ancient Umm e-Jimal,,,information,,,,,,,32.3292324,36.3685267
كراج نايل الذيابات,,,caravan_site,,,,,,,32.5368466,36.0252067
كراج برج الحياه,,,caravan_site,,,,,,,32.5360119,36.0254682
كراج شرق الترخيص,,,caravan_site,,,,,,,32.5311034,36.0301666
,,,caravan_site,,,,,,,32.5282241,36.0341914
,,,caravan_site,,,,,,,32.5267159,36.0330368
ديوان آل المناصرة,,,guest_house,,,,,,,32.5258082,35.776944
Basalt Construction Techniques,,,information,,,,,,,32.3258432,36.3707257
Umm al-Jimal City,,,information,,,,,,,32.3246666,36.3683443
Welcome to Umm al-Jimal Walking Trail,,,information,,,,,,,32.324721,36.368302
Outside the House XVII-XVIII Complex,,,information,,,,,,,32.3253692,36.3705732
Religious Life Before Byzantine Umm el-Jimal,,,information,,,,,,,32.325308,36.3684502
House 119 - The Interpretive and Hospitality Center,,,information,,,,,,,32.3248162,36.3684348
The Barracks,,,information,,,,,,,32.3249703,36.3680519
Beyond the Fence,,,information,,,,,,,32.3243867,36.3672144
"Abandonment, Reoccupation and Maintaining a Living Ruin",,,information,,,,,,,32.324619,36.3669978
Byzantine House I and Masa'eid Tent Sites,,,information,,,,,,,32.3247924,36.3665821
House III,,,information,,,,,,,32.3254774,36.3660684
House 49,,,information,,,,,,,32.3258599,36.3661797
The Destruction of Roman Umm el-Jimal: King Gadhima and Queen Zenobia,,,information,,,,,,,32.326133,36.3666652
Umm el-Jimal's Northern Section,,,information,,,,,,,32.3282437,36.3693434
Quarry Reservoir,,,information,,,,,,,32.3263376,36.3701987
,,,viewpoint,,,,,,,32.3278182,36.3705879
House XIII,,,information,,,,,,,32.3269229,36.3697913
,,,viewpoint,,,,,,,32.3261772,36.3698691
"Houses IV, V, VI and VII",,,information,,,,,,,32.3262531,36.3667531
Flora,,,information,,,,,,,32.3264843,36.3673894
The Praetorium,,,information,,,,,,,32.326975,36.3680211
The Cathedral and Community Worship,,,information,,,,,,,32.3276368,36.3682263
When Ancient Meets Modern,,,information,,,,,,,32.3280102,36.3685783
Road view,,,viewpoint,,,,,,,30.2060111,35.4689542
مضافة ال العمري (الرزاقين),,,guest_house,,,,,,,32.4859837,35.7967042
,,,information,,,,,,,32.4270103,36.312317
,Sunset Viewpoint,,viewpoint,,,,,,,30.6197786,35.6265534
قعفور,,,attraction,,,,,,,31.8954648,36.1652518
الطلافيح,,,attraction,,,,,,,31.8591701,35.9307943
وادي الطي,,,attraction,,,,,,,31.8654218,35.9246667
تلاع ابن طلفاح الطلافيح,,,attraction,,,,,,,31.8903123,36.2029265
رجم المبلج سالم الطلافيح,,,attraction,,,,,,,31.8988644,36.1819575
ابوسطل,,,attraction,,,,,,,31.8838899,36.2005176
Atoom Lodge,,,apartment,,,,,,,32.2885577,35.8841452
Wadi adh Dharab Trail,,,information,,,,,,,32.2790815,35.8927866
,,,information,,,,,,,30.3238976,35.4436882
,Petra Bubble Luxotel,,hotel,,,,,,,30.3843199,35.4827558
,,,viewpoint,,,,,,,31.9537533,35.9355466
,,,viewpoint,,,,,,,30.3408284,35.4266586
Hawa Guest house,Hawa Guest house,,guest_house,,,,,,,31.9541363,35.9320799
,,,artwork,,,,,,,32.3216554,36.3664681
,,,artwork,,,,,,,32.3214537,36.3670716
מאגר עשת הדסה,Eshet Hadasa Reservoir,,viewpoint,,,,,,,30.3434056,35.1867414
إستراحة قصر الأزرق,Azraq Rest House,إستراحة قصر الأزرق,hotel,,,,,,,31.8613621,36.8071782
مخيم عشاق الصحراء وادي رم,desert lovers camp,مخيم عشاق الصحراء,camp_site,,,,,,,29.5137982,35.479074
,Wadi Rum Sky,,hostel,,,,,,,29.4818909,35.4110728
,Sunset viewpoint,,viewpoint,,,,,,,29.4862323,35.4108307
عمان,Amman,,hostel,,,,,,Amman,31.9484006,35.9322218
Leen Guest House,,,apartment,,,,,,Wadi Musa,30.315486,35.4709378
,,,apartment,,,,,,,31.256049,35.5221723
Sara Apartment,,,apartment,,,,,,Wadi Musa,30.3156109,35.4704561
Al-Khazna (The Treasury),,,information,,,,,,,30.3221166,35.4517805
Hotel Mena Tyche,,,hotel,,,,,,,31.963027,35.8917618
,,,information,,,,,,,31.9845183,35.8275341
,,,artwork,,,,,,,31.9584764,35.9154174
,,,artwork,,,,,,,31.958432,35.9152954
Hedjaz Jordan Railway Museum,,,museum,,,,,,,31.9685052,35.9681828
,Wadi Rum Nature & Tours Camp,,camp_site,,,,,,,29.5008106,35.431439
Wild Camp,,,camp_site,,,,,,,31.8010361,35.7587147
Wild Camp,,,camp_site,,,,,,,30.5129629,35.467856
Seasonal Bedouin Tents,,,camp_site,,,,,,,30.36817,35.4453695
Wild Camp,,,camp_site,,,,,,,30.2160401,35.3624952
حي مگطاع,,,apartment,,,,,,,31.7111539,35.7912609
Moujib panorama,,,viewpoint,,,,,,,31.4717374,35.7816847
"The Ritz-Carlton, Amman",,,hotel,,,,,,,31.960971,35.8819305
Hadrian's Arch,,,guest_house,,,,3,,Jerash,32.2819773,35.8866289
Trajan inn,,,hostel,,,,,,,31.4332465,35.7924757
,,,viewpoint,,,,,,,31.4332465,35.7924414
,,,viewpoint,,,,,,,30.3233108,35.4711746
,White Dome Trail,,attraction,,,,,,,30.6766062,35.6113639
,Wadi Dana Trail,,attraction,,,,,,,30.6751601,35.6090162
كنيسة الكاثوليك السريان مار يوسف,The Syrian Catholic Church of St. Joseph,كنيسة الكاثوليك السريان مار يوسف,attraction,,,,,,,31.9519654,35.9190004
منزل السيد علي محمود سليمان القبلان ابو سامي,Mr. Ali Al Qublan house,,wilderness_hut,,,,,,,32.3159083,35.8705341
,,,artwork,,,,,,,31.9582113,35.9155623
,Zawaideh desert camp,,camp_site,,,,,,,29.6377812,35.5123309
Wadi Al Ghwer Camp,,,camp_site,,,,,,,30.6244666,35.5018192
,Bedouin Whispers Camp,,camp_site,,,,,,,29.4833812,35.415243
,,,camp_site,,,,,,,29.4798903,35.3903292
,Good place for a tent (+water),,camp_site,,,,,,,30.6015389,35.5400838
,Faraseen Apartments,,apartment,,,,,,,31.7351648,35.9445421
,,,camp_site,,,,,,,29.6234947,35.4999101
,Private room,,guest_house,,,,,,,31.3313362,35.6553658
Hotel Hawa Amman,,,hotel,,,,,,,31.9515632,35.9331905
Uptown Apartments,Uptown Apartments,,hotel,,,,,,Amman,31.996382,35.8736722
Cyber City Refugee Camp,,,camp_site,,,,,,,32.4569234,35.9717423
Wild Camp,,,camp_site,,,,,,,32.443718,35.74644
شقة عمان الكاردنز (m&h),,,hostel,,,,,,,31.8402771,36.0512666
الشاطئ الجنوبي شاطئ 3 غطس (m&h),,,viewpoint,,,,,,,29.4315795,34.9755235
,Tetra Tree Hotel,,hotel,,,,,,,30.3189846,35.4823478
Black Iris,,,hotel,,,,,,,31.721646,35.791596
Wild Camp Ayoun Al-Theeb,,,camp_site,,,,,,,31.7191544,35.6722645
Camp Wadi Mgair,,,camp_site,,,,,,,31.0464938,35.6697055
Camp Burbaita,,,camp_site,,,,,,,30.9774683,35.6563909
عمارة الجوزاء. موسى قنيبي,,عمارة الجوزاء. موسى قنيبي,hotel,,,,,,,32.0189389,35.8754179
Dweik Hotel 1,,,hotel,,,,,,,29.5287738,35.0036868
Amira Hotel,,,hotel,,,,,,,29.5289862,35.0036787
The South Theatre,,,information,,,,,,,32.276995,35.8895621
متحف الدبابات الملكي;RoYAL TANK,,,museum,,,,,,,31.9088072,35.9244481
جرش,Jerash,جرش,information,,,,,,,32.2772926,35.8902501
hotel,,,hotel,,,,,,,30.6805986,35.6116915
Dana horizon hotel,,,hotel,,,,7,,Dana,30.677854,35.6107789
,,,camp_site,,,,,,,29.5888351,35.4962324
Thamudic inscriptions,,,attraction,,,,,,,29.6463377,35.3494857
,,,hostel,,,,,,,32.5394188,35.8500334
,,,picnic_site,,,,,,,30.1976973,35.7264576
,,,motel,,,,,,,30.1979653,35.7356957
,,,picnic_site,,,,,,,29.7758236,35.7446641
,,,picnic_site,,,,,,,29.7736136,35.721672
,,,picnic_site,,,,,,,29.7684763,35.723306
,,,picnic_site,,,,,,,29.7627808,35.7226492
,,,picnic_site,,,,,,,29.7625857,35.7214765
,,,picnic_site,,,,,,,29.7314283,35.7096294
,,,picnic_site,,,,,,,29.6236128,35.5640058
,,,picnic_site,,,,,,,29.8643775,35.6527865
,,,picnic_site,,,,,,,29.8339601,35.6777258
,,,picnic_site,,,,,,,29.8025353,35.7001523
,,,picnic_site,,,,,,,29.7627693,35.7225786
Little Petra,,,attraction,,,,,,,30.3751131,35.4509057
Celino suites,,,hotel,,,,,,,31.9612264,35.9028679
Husban 2,,,camp_site,,,,,,,31.8004375,35.7581434
Husban 2,,,camp_site,,,,,,,31.8003065,35.7581953
معبر الكرامه,,معبر الكرامه,viewpoint,,,,,,,32.6403514,38.659976
بنية ذياب,,,attraction,,,,,,,32.3810562,36.3623123
معبر الكرامه(طريبيل),,معبر الكرامه(طريبيل),viewpoint,,,,,,,32.7391253,39.0062534
ق.ك.السادسه,,ق.ك.السادسه,viewpoint,,,,,,,32.6353908,38.9784165
,,,artwork,,,,,,,32.3294874,36.3682993
O Beach,,,hotel,,,,,,,31.6833499,35.5749712
الجسر الاردن,,,hotel,,,,,,,31.8907619,35.5770159
جسر الاردن,,,viewpoint,,,,,,,31.8887307,35.5774913
,Gap in fence (way down to Dead Sea),,attraction,,,,,,,31.599924,35.5618229
Wadi Zarqa Ma'in,,,attraction,,,,,,,31.6181229,35.5673189
Amman Inn Hotel,Amman Inn Hotel,,hotel,post_office,,,,,,31.9572152,35.8710398
,,,viewpoint,,,,,,,31.6330952,35.6228035
Dead Sea Panorama Complex,,,viewpoint,,,,,,,31.6295406,35.5843623
,,,attraction,,,,,,,31.6180881,35.5669321
,,,viewpoint,,,,,,,31.6494745,35.5932153
Madaba Tourist Information,,,information,,,,,,,31.7164078,35.7969888
,,,artwork,,,,,,,31.7141186,35.7884762
St John Hotel & Rabwat Madaba Sky Bar & Restaurant,,,hotel,,,,,,,31.7152699,35.7936849
,Archaeological Park of madaba virgin mary church,,museum,,,,,,,31.7161544,35.7955083
,dolmens,,attraction,,,,,,,31.7257675,35.7313188
,dolmens,,attraction,,,,,,,31.7358763,35.732451
منزل ابو خليل غراب,Abu Khalil Ghorab,,guest_house,,,,,,,32.1066525,36.2881699
,JOR QRF Camp,,camp_site,,,,,,,32.0983607,36.1232986
الدكتور نجيب,,,apartment,,,,,,,32.0527425,35.904817
home jorden,,,hotel,,,,,,,32.0207424,35.855318
عمان شارع الجمعية,,,motel,,,,,,,32.0208134,35.8548059
الدار,home,,hotel,,,,,,,32.0304736,36.0517224
,,,picnic_site,,,,,,,32.0381017,36.011625
نقابة الأطباء الاردنية,,,artwork,,,,,,,31.9708303,35.8960789
,Sheba hotel,,hotel,,,,,,,31.9795657,35.8978922
الهدير,,الهدير,hotel,,,,,,,31.979547,35.8948705
الهدير للأجنحة الفندقية,,,hotel,,,,,,,31.979553,35.8951449
,Arabel hotel,,hotel,,,,,,,31.9786846,35.8974161
مكتب المهندس ثائر قبعة,Tha'er Qub'a Architects,مكتب المهندس ثائر قبعة,artwork,,,,,,,31.9799795,35.8936561
الجاردنز,,الجاردنز,hotel,,,,,,,31.98256,35.8907772
Fulbright Commission,,Fulbright Commission,attraction,,,,,,,31.9689825,35.8905941
فندق شامي بلازا,Shami plaza Hotel,,hotel,,,,,,,31.9667151,35.9000909
ضراغمة شقق فندقيه,,,hotel,,,,,,,31.965386,35.8851403
Amman West Hotel,Amman West Hotel,,hotel,,,,,,,31.9578457,35.8998672
موقف الفندق,,موقف الفندق,hotel,,,,,,,31.9647542,35.9064417
Cameo Hotel,Cameo Hotel,,hotel,,,,,,,31.9576136,35.8999798
Artal hotel,,,hotel,,,,,,,31.9756694,35.8430608
,,,viewpoint,,,,,,,30.3222291,35.4502205
Bait Ali Camp,,,hostel,,,,,,,29.6859063,35.428379
براك السحيم /جاوه,,,attraction,,,,,,,32.3267861,37.026047
The Inscriptions Museum of Northern Badia,,,museum,,,,,,,32.1985591,37.1104026
تل الذايد,,,attraction,,,,,,,32.3544266,36.3823318
رسم الحصان,,,attraction,,,,,,,32.3702614,36.4231298
ابو العظام,,,attraction,,,,,,,32.3722456,36.3664542
,,,artwork,,,,,,,32.3371499,36.3569114
Crowne Plaza,,,hotel,,,,,,,31.7068514,35.5839231
,,,viewpoint,,,,,,,31.6205935,35.6037041
,,,viewpoint,,,,,,,31.614013,35.6113444
,,,viewpoint,,,,,,,31.6189387,35.6078897
Mariam Hotel,,,hotel,,,,,,,31.7242464,35.7950427
Madaba Grand Hotel,,,hotel,,,,,,,31.7247314,35.7952756
Ruman,,,hotel,,,,,,,31.7252294,35.7955217
,,,artwork,,,,,,,31.728685,35.784068
Moab Land Hotel,,,hotel,,,,,,,31.717714,35.7935538
Pilgrim's House,,,hotel,,,,,,,31.7174944,35.7938689
,,,artwork,,,,,,,31.689983,36.3485103
بيت أبو يزن,Abu Yazan building,,apartment,,,,,,,32.0953556,36.0905711
منزل احمد ابو لاوي,,,alpine_hut,,,,,,,32.0990215,36.0839757
منزل نصري سعاده,,,caravan_site,,,,,,,32.0991129,36.1009621
زيدان ضيافة,,زيدان ضيافة,guest_house,,,,,,,32.0945849,36.1065776
,,,apartment,,,,,,,32.0550279,35.8817607
ريان الحريري,,,apartment,,,,,,,32.060602,35.8902971
سامر انور الحريري,,,apartment,,,,,,,32.0602736,35.8882465
إشارة الدوريات الخارجية,Al Jubihah,,apartment,,,,,,,32.0239135,35.8548671
منزل صالح جرار,,,guest_house,,,,,,,32.0236071,35.8544864
زرقاء,,زرقاء,guest_house,,,,,,,32.0404507,36.0741817
القصر,El Qasr Howard Johnson,القصر,hotel,,,,,,,31.9735338,35.8982324
شقة عمان الكاردنز (m&h),,,hostel,,,,,,,31.9838719,35.8933849
ماكدونلز y,,,attraction,,,,,,,31.9828405,35.8906557
سما باريس,,,hotel,,,,,,,31.9835441,35.8919493
عمرعوده الرشيد,,,guest_house,,,,,,,31.9827252,35.9207841
Al Hamra,,الحمراء,viewpoint,,,,,,,32.4407706,36.1501601
Jubaiha Amusement City,Jubaiha Amusement City,,theme_park,,,,,,,32.0472083,35.8729572
الرويشد,,,viewpoint,,,,,,,32.505399,38.2074269
,,,artwork,,,,,,,31.9586246,35.9149317
قرقوش ، اربد ، الأردن,"Qarqosh, Irbid, Jordan",,attraction,,,,,,,32.7108432,35.8724766
منزل عمي سليمان الوريكات,,,guest_house,,,,,,,32.0856231,35.8607653
ابو السائد,ابو السائد شقة,ابو السائد شقة,apartment,,,,,,,31.913178,35.884551
,,,picnic_site,,,,,,,31.9734255,35.8333082
القهقار,,,viewpoint,,,,,,,32.3156617,35.8372526
,,,information,,,,,,,32.2764744,35.8908701
Jerash Museum,,,museum,,,,,,,32.2779722,35.8916245
حديقة الامير هاشم,Prince Hashem Park,,attraction,,,,,,,31.9772073,35.950218
الهدير للأجنحة الفندقية,,,hotel,,,,,,,31.9795639,35.8951446
Easy Inn,,,hotel,,,,,,,31.9887508,35.8750123
جرش,Hadrian's Gate Hotel,جرش,hotel,,,,4,,,32.2722406,35.8917833
,,,artwork,,,,,,,32.2737603,35.8966704
,Zarqa - Jerash Rs ( Land 379 ),,camp_site,,,,,,,32.2476146,35.9770218
منزل عمي هليل الاردن مغير السرحان,,,caravan_site,,,,,,,32.4584856,36.2070331
فندق درة المنصور,Durra Mansur Hotel,,motel,,,,,,,31.9715096,35.8435123
منزل صالح الأحمد,,منزل صالح الأحمد,apartment,,,,,,عمان,31.9477001,35.8815988
,Diplomat Apartments,,apartment,,,,,,,31.9488018,35.882932
,Naima Amman App,,apartment,,,,,,,31.9541316,35.8721324
Amman Inn,Amman Inn,,hotel,,,,,,,31.9561011,35.8697421
Officer house,,,apartment,,,,,,,31.9369542,35.8663601
Lorries,,,apartment,,,,,,,31.9362556,35.865806
البيت,,,caravan_site,,,,,,,31.9364487,35.8608611
Loretta,,Loretta Australian,apartment,,,,,,,31.9364016,35.8613359
,Olive Tree,,hotel,,,,,,,31.9425852,35.858393
منزل نبيل الخطيب,,,apartment,,,,,,,31.8699065,35.842963
,,,information,,,,,,,31.7671004,35.7272842
The mosaics of the Diakonikon,,,information,,,,,,,31.7681812,35.7254646
Memorial of Moses,,,information,,,,,,,31.7681018,35.7254212
Siyagha Monastery,,,information,,,,,,,31.7677562,35.7255804
بيت ست مي,,,apartment,,,,,,,31.9696515,35.8628431
My Home البيت,,,motel,,,,,,,31.979482,35.8515204
Ats,,,apartment,atm,,,,,,31.9988936,35.8809205
الززززززز,اللبد,,hostel,,,,,,,31.9557827,35.8515313
سد الوالة,,,attraction,,,,,,,31.5692029,35.8026101
سيراميك,,,artwork,,,,,,,31.9107125,35.894017
,,,viewpoint,,,,,,,32.0179929,36.3869116
work,,,artwork,,,,,,,32.0063343,36.0074231
طبربور/عمان/نصر,,,apartment,,,,,,,32.0060376,35.9390732
Mos place,Mos place,,apartment,,,,,,,32.0215363,35.8835562
,Hw,,apartment,,,,,,,31.9947137,35.8432028
مطعم فروجنا,,,artwork,,,,,,,31.9582203,35.8656216
مخبز السفراء,,,artwork,,,,,,,31.9585325,35.8649659
ابو ناصر,,,caravan_site,,,,,,,32.0332651,35.8228785
,,,hotel,,,,,,,31.9983562,35.8259398
سد راجل,,,attraction,,,,,,,31.8132593,37.1607023
فندق الفنار بالاس,Al Fanar Palace Hotel,فندق الفنار بالاس,hotel,,,,,,,31.9969156,35.8834801
الجوهرة الأجنحة الفندقية,Al-Jawhara Hotel,,hotel,,,,,,,32.0086361,35.8837987
وزارة الثقافة,,,artwork,,,,,,,31.9897972,35.8792586
دوار الواحة y,,,attraction,,,,,,,31.9889324,35.8742963
Arena Space,Arena Space Hotel,,hotel,,,,,,,31.9855248,35.8772949
بيت صفوان,Safoun house,,guest_house,,,,,,,32.0303984,35.8580502
بيت صفوان,,,guest_house,,,,,,,32.0307707,35.8578073
وادي الباعج الشمالي,,,attraction,,,,,,,32.3802935,36.3429257
,,,information,,,,,,,32.4267182,36.3139256
,,,information,,,,,,,32.426536,36.3124839
,,,information,,,,,,,32.4271461,36.3131055
الدرزي رسم قديم,,,attraction,,,,,,,32.3603736,36.3395503
البغلاة,,,attraction,,,,,,,32.3678379,36.3265504
المذبح رسم قديم,,,attraction,,,,,,,32.327215,36.3322194
النوم,stars,النجوم,apartment,,,,,,,31.9695938,35.8693491
ACOR,ACOR,,museum,,,,,,,32.0088115,35.8682274
فندق ريو الأردن,Rio Jordan Hotel,فندق ريو الأردن,hotel,,,,,,,32.0247928,35.8517311
,Gallery Hotel,,hotel,,,,,,,31.9533652,35.930026
Jordan River Hostel,Jordan River Hostel,,guest_house,,,,,,,31.9560008,35.9313791
,,,viewpoint,,,,,,,31.9564697,35.9331007
Liv Weibdeh Hotel Suites,,,hotel,,,,,,,31.9562773,35.9284537
ساحة باريس,Paris Circle,ساحة باريس,attraction,,,,,,,31.9557361,35.9279456
,,,viewpoint,,,,,,,31.9557954,35.9223073
Nomads,,,hotel,,,,,,,31.9512863,35.9260591
,Hostel 1930,,hostel,,,,,,,31.9510054,35.9259663
Jabal Amman Residents Association,,,information,,,,,,,31.9492688,35.9275109
Ra'as Al-Ein Galleria,,,artwork,,,,,,,31.9443913,35.9214263
ساحة النخيل,Palms Plaza,,attraction,,,,,,,31.9453348,35.9283437
نزل خروب,Carob Hostel,,hostel,,,,,,,31.9587592,35.9302473
الخطوط الجوية العراقية,,,artwork,,,,,,,31.9598217,35.9208574
La Locanda Hotel,,,hotel,,,,,,,31.9582534,35.921552
حديقة المأمونية,,,artwork,,,,,,,31.9631438,35.9202346
شقق الجمل,,,motel,,,,,,,31.9974377,35.8770099
Shaker Melhem,,,guest_house,,,,,,,31.9972088,35.8756431
wj,,wj,attraction,,,,,,,31.9964335,35.8814384
روضة المورد النموذجية,,,apartment,,,,,,,31.9954074,35.8761792
Raouche,,,hotel,,,,,,,32.005447,35.8792562
اياد العورتاني,,,caravan_site,,,,,,,32.0160063,35.8767735
,Grand Palace Hotel,,hotel,,,,,,,31.9765956,35.9051572
Rose Beity Hotel,,,motel,,,,,,,31.9771343,35.9029635
فندق لو غراند عمان,,,hotel,,,,,,,31.9699613,35.905784
